Date,High,Low,Open,Close,Volume,Adj Close
2021-01-05,58.70000076293945,58.689998626708984,58.70000076293945,58.689998626708984,1000,58.689998626708984
2021-01-06,63.25699996948242,62.64500045776367,62.64500045776367,63.25699996948242,600,63.25699996948242
2021-01-07,63.685001373291016,62.90999984741211,63.685001373291016,62.90999984741211,400,62.90999984741211
2021-01-08,62.75,62.70000076293945,62.70000076293945,62.75,5000,62.75
2021-01-11,62.68000030517578,62.68000030517578,62.68000030517578,62.68000030517578,3100,62.68000030517578
2021-01-12,66.72000122070312,66.08999633789062,66.72000122070312,66.72000122070312,1600,66.72000122070312
2021-01-13,66.66000366210938,66.66000366210938,66.66000366210938,66.66000366210938,400,66.66000366210938
2021-01-14,65.50499725341797,64.37999725341797,65.00499725341797,65.50499725341797,500,65.50499725341797
2021-01-15,63.349998474121094,62.755001068115234,63.349998474121094,62.755001068115234,500,62.755001068115234
2021-01-19,69.0250015258789,68.04000091552734,68.04000091552734,68.5,1900,68.5
2021-01-20,67.33999633789062,66.18000030517578,67.33999633789062,66.18000030517578,1100,66.18000030517578
2021-01-21,67.77999877929688,66.52999877929688,67.77999877929688,66.52999877929688,2100,66.52999877929688
2021-01-22,64.86000061035156,64.85800170898438,64.86000061035156,64.86000061035156,1000,64.86000061035156
2021-01-25,63.380001068115234,62.02000045776367,63.380001068115234,63.08000183105469,20400,63.08000183105469
2021-01-26,62.75,62.75,62.75,62.75,4700,62.75
2021-01-27,63.560001373291016,62.595001220703125,62.76599884033203,62.595001220703125,1400,62.595001220703125
2021-01-28,61.130001068115234,61.12799835205078,61.130001068115234,61.12799835205078,2100,61.12799835205078
2021-01-29,61.040000915527344,61.040000915527344,61.040000915527344,61.040000915527344,800,61.040000915527344
2021-02-01,61.244998931884766,61.244998931884766,61.244998931884766,61.244998931884766,1000,61.244998931884766
2021-02-02,62.11000061035156,62.11000061035156,62.11000061035156,62.11000061035156,600,62.11000061035156
2021-02-03,64.20999908447266,63.560001373291016,64.20999908447266,63.560001373291016,600,63.560001373291016
2021-02-04,63.86000061035156,63.86000061035156,63.86000061035156,63.86000061035156,600,63.86000061035156
2021-02-05,63.869998931884766,63.869998931884766,63.869998931884766,63.869998931884766,900,63.869998931884766
2021-02-08,64.80999755859375,63.869998931884766,63.869998931884766,64.80999755859375,600,64.80999755859375
2021-02-09,65.51000213623047,65.51000213623047,65.51000213623047,65.51000213623047,500,65.51000213623047
2021-02-10,65.30000305175781,65.30000305175781,65.30000305175781,65.30000305175781,400,65.30000305175781
2021-02-11,64.35800170898438,64.28500366210938,64.28500366210938,64.35800170898438,800,64.35800170898438
2021-02-12,65.54000091552734,64.44499969482422,64.49800109863281,64.44499969482422,2000,64.44499969482422
2021-02-16,67.56999969482422,66.79000091552734,66.79000091552734,67.56999969482422,900,67.56999969482422
2021-02-17,69.19999694824219,68.0,68.197998046875,69.19999694824219,5600,69.19999694824219
2021-02-18,66.8499984741211,65.99199676513672,66.8479995727539,66.19000244140625,900,66.19000244140625
2021-02-19,76.6500015258789,75.55000305175781,76.6500015258789,75.55000305175781,600,75.55000305175781
2021-02-22,79.05000305175781,78.8499984741211,78.8499984741211,79.05000305175781,1300,79.05000305175781
2021-02-23,76.72000122070312,76.72000122070312,76.72000122070312,76.72000122070312,300,76.72000122070312
2021-02-24,77.97000122070312,77.97000122070312,77.97000122070312,77.97000122070312,400,77.97000122070312
2021-02-25,80.9000015258789,79.73500061035156,80.0,79.73500061035156,2400,79.73500061035156
2021-02-26,77.19000244140625,77.19000244140625,77.19000244140625,77.19000244140625,1100,77.19000244140625
2021-03-01,77.625,76.9000015258789,76.9800033569336,77.625,1300,77.625
2021-03-02,82.13999938964844,82.13999938964844,82.13999938964844,82.13999938964844,1200,82.13999938964844
2021-03-03,77.98999786376953,76.55000305175781,76.55000305175781,76.55000305175781,7000,76.55000305175781
2021-03-04,76.25,76.25,76.25,76.25,1100,76.25
2021-03-05,70.01000213623047,67.8499984741211,68.56999969482422,69.4800033569336,1300,69.4800033569336
2021-03-08,69.45999908447266,69.45999908447266,69.45999908447266,69.45999908447266,400,69.45999908447266
2021-03-09,69.58999633789062,68.01000213623047,69.58999633789062,68.01000213623047,1000,68.01000213623047
2021-03-10,67.89800262451172,65.0,65.0,67.89800262451172,800,67.89800262451172
2021-03-11,71.87000274658203,71.87000274658203,71.87000274658203,71.87000274658203,900,71.87000274658203
2021-03-12,72.5199966430664,68.44000244140625,68.5199966430664,72.5199966430664,1900,72.5199966430664
