,Date,High,Low,Open,Close,Volume,Adj Close
0,1985-01-02,0.13002200424671173,0.12444200366735457,0.13002200424671173,0.12444200366735457,175302400.0,0.09785061329603197
1,1985-01-03,0.13002200424671173,0.12667399644851685,0.12667399644851685,0.12667399644851685,166611200.0,0.09960562735795976
2,1985-01-04,0.12723200023174286,0.125,0.12667399644851685,0.12667399644851685,137267200.0,0.09960562735795976
3,1985-01-07,0.12723200023174286,0.12611599266529086,0.12667399644851685,0.12611599266529086,170912000.0,0.0991668775677681
4,1985-01-08,0.12723200023174286,0.125,0.12611599266529086,0.125,141120000.0,0.09828931838274002
5,1985-01-09,0.13002200424671173,0.1283479928970337,0.1283479928970337,0.1283479928970337,166723200.0,0.10092189908027648
6,1985-01-10,0.13448700308799744,0.13392899930477142,0.13392899930477142,0.13392899930477142,277065600.0,0.10531038790941237
7,1985-01-11,0.13504500687122345,0.13169600069522858,0.13392899930477142,0.1328130066394806,205049600.0,0.10443282872438432
8,1985-01-14,0.13783499598503113,0.1367190033197403,0.1367190033197403,0.1367190033197403,270435200.0,0.10750412940979004
9,1985-01-15,0.13895100355148315,0.13392899930477142,0.1367190033197403,0.13392899930477142,264969600.0,0.10531038790941237
10,1985-01-16,0.1372770071029663,0.13504500687122345,0.13504500687122345,0.13504500687122345,189884800.0,0.1061878576874733
11,1985-01-17,0.1372770071029663,0.12555800378322599,0.13504500687122345,0.12555800378322599,547523200.0,0.09872809797525406
12,1985-01-18,0.13057999312877655,0.125,0.12555800378322599,0.12779000401496887,352665600.0,0.10048317909240724
13,1985-01-21,0.13169600069522858,0.13057999312877655,0.13057999312877655,0.13057999312877655,325427200.0,0.10267697274684906
14,1985-01-22,0.13504500687122345,0.13448700308799744,0.13448700308799744,0.13448700308799744,424838400.0,0.10574909299612044
15,1985-01-23,0.13504500687122345,0.1322540044784546,0.13448700308799744,0.1322540044784546,430505600.0,0.1039932742714882
16,1985-01-24,0.1322540044784546,0.12946400046348572,0.1322540044784546,0.12946400046348572,397062400.0,0.10179946571588516
17,1985-01-25,0.1322540044784546,0.12667399644851685,0.12946400046348572,0.1322540044784546,318460800.0,0.1039932742714882
18,1985-01-28,0.1367190033197403,0.13504500687122345,0.13504500687122345,0.13504500687122345,412182400.0,0.1061878576874733
19,1985-01-29,0.13616099953651428,0.1333709955215454,0.13504500687122345,0.1333709955215454,223731200.0,0.10487157106399536
20,1985-01-30,0.13616099953651428,0.1333709955215454,0.1333709955215454,0.1333709955215454,492441600.0,0.10487157106399536
21,1985-01-31,0.13392899930477142,0.12946400046348572,0.1333709955215454,0.12946400046348572,276236800.0,0.10179946571588516
22,1985-02-01,0.13002200424671173,0.12667399644851685,0.12946400046348572,0.12779000401496887,137737600.0,0.10048317909240724
23,1985-02-04,0.13113799691200256,0.13057999312877655,0.13057999312877655,0.13057999312877655,218019200.0,0.10267697274684906
24,1985-02-05,0.13392899930477142,0.13169600069522858,0.13169600069522858,0.13169600069522858,190041600.0,0.10355452448129654
25,1985-02-06,0.13392899930477142,0.13392899930477142,0.13392899930477142,0.13392899930477142,194432000.0,0.10531038790941237
26,1985-02-07,0.13560299575328827,0.1333709955215454,0.13392899930477142,0.1333709955215454,245481600.0,0.10487157106399536
27,1985-02-08,0.13392899930477142,0.13169600069522858,0.1333709955215454,0.1333709955215454,132025600.0,0.10487157106399536
28,1985-02-11,0.1372770071029663,0.13616099953651428,0.13616099953651428,0.13616099953651428,346953600.0,0.10706540197134018
29,1985-02-12,0.1367190033197403,0.1328130066394806,0.13616099953651428,0.1328130066394806,226508800.0,0.10443282872438432
30,1985-02-13,0.1328130066394806,0.12667399644851685,0.1328130066394806,0.12667399644851685,527027200.0,0.09960562735795976
31,1985-02-14,0.12779000401496887,0.12332600355148315,0.12667399644851685,0.12332600355148315,426832000.0,0.09697307646274568
32,1985-02-15,0.12555800378322599,0.12221000343561172,0.12332600355148315,0.125,173622400.0,0.09828931838274002
33,1985-02-19,0.12444200366735457,0.12332600355148315,0.12444200366735457,0.12332600355148315,149833600.0,0.09697307646274568
34,1985-02-20,0.12388399988412856,0.117746002972126,0.12332600355148315,0.117746002972126,219968000.0,0.09258544445037843
35,1985-02-21,0.12053599953651427,0.11997800320386888,0.11997800320386888,0.11997800320386888,308224000.0,0.0943404957652092
36,1985-02-22,0.12444200366735457,0.11997800320386888,0.11997800320386888,0.12332600355148315,226531200.0,0.09697307646274568
37,1985-02-25,0.12388399988412856,0.12165199965238573,0.12332600355148315,0.12165199965238573,98537600.0,0.09565676748752594
38,1985-02-26,0.12221000343561172,0.11941999942064285,0.12165199965238573,0.11941999942064285,188966400.0,0.09390170127153397
39,1985-02-27,0.11941999942064285,0.11216499656438828,0.11941999942064285,0.11216499656438828,403580800.0,0.08819697797298431
40,1985-02-28,0.11216499656438828,0.11049100011587144,0.11216499656438828,0.11049100011587144,319065600.0,0.08688070625066757
41,1985-03-01,0.11104899644851683,0.10714299976825714,0.11049100011587144,0.11104899644851683,247430400.0,0.08731944859027863
42,1985-03-04,0.11607100069522858,0.11272300034761427,0.11272300034761427,0.11272300034761427,153104000.0,0.08863575756549835
43,1985-03-05,0.11551299691200255,0.11551299691200255,0.11551299691200255,0.11551299691200255,130771200.0,0.09082958847284316
44,1985-03-06,0.11551299691200255,0.10993299633264543,0.11551299691200255,0.10993299633264543,193603200.0,0.08644194155931473
45,1985-03-07,0.11049100011587144,0.09877199679613112,0.10993299633264543,0.09877199679613112,733980800.0,0.07766585052013397
46,1985-03-08,0.09877199679613112,0.09263399988412856,0.09877199679613112,0.09598200023174286,473558400.0,0.07547206431627274
47,1985-03-11,0.09988799691200256,0.09933000057935716,0.09933000057935716,0.09933000057935716,286003200.0,0.0781046524643898
48,1985-03-12,0.10379499942064284,0.10267899930477142,0.10267899930477142,0.10267899930477142,219430400.0,0.08073802292346954
49,1985-03-13,0.10267899930477142,0.09709800034761427,0.10267899930477142,0.09709800034761427,251126400.0,0.07634958624839783
50,1985-03-14,0.0976559966802597,0.09709800034761427,0.09709800034761427,0.09709800034761427,241606400.0,0.07634958624839783
51,1985-03-15,0.10323700308799744,0.09653999656438828,0.09709800034761427,0.101003997027874,181417600.0,0.07942094653844832
52,1985-03-18,0.10323700308799744,0.102121002972126,0.102121002972126,0.102121002972126,124768000.0,0.0802992582321167
53,1985-03-19,0.10323700308799744,0.09821400046348573,0.102121002972126,0.09821400046348573,171449600.0,0.07722713053226471
54,1985-03-20,0.101003997027874,0.09933000057935716,0.09933000057935716,0.09933000057935716,404969600.0,0.0781046524643898
55,1985-03-21,0.10267899930477142,0.101003997027874,0.101003997027874,0.101003997027874,162467200.0,0.07942094653844832
56,1985-03-22,0.10267899930477142,0.09933000057935716,0.101003997027874,0.09933000057935716,80371200.0,0.0781046524643898
57,1985-03-25,0.09933000057935716,0.09653999656438828,0.09933000057935716,0.09653999656438828,109961600.0,0.07591081410646439
58,1985-03-26,0.10044600069522858,0.10044600069522858,0.10044600069522858,0.10044600069522858,121430400.0,0.07898218184709549
59,1985-03-27,0.1015629991889,0.0976559966802597,0.10044600069522858,0.0976559966802597,111350400.0,0.07678835093975067
60,1985-03-28,0.09933000057935716,0.0976559966802597,0.0976559966802597,0.0976559966802597,129606400.0,0.07678835093975067
61,1985-03-29,0.09933000057935716,0.0976559966802597,0.0976559966802597,0.09877199679613112,87180800.0,0.07766585052013397
62,1985-04-01,0.101003997027874,0.09653999656438828,0.09877199679613112,0.09653999656438828,114060800.0,0.07591081410646439
63,1985-04-02,0.09709800034761427,0.09375,0.09653999656438828,0.09375,227427200.0,0.07371695339679718
64,1985-04-03,0.09430799633264543,0.09375,0.09375,0.09375,242659200.0,0.07371695339679718
65,1985-04-04,0.09430799633264543,0.09207600355148317,0.09375,0.09319200366735457,161862400.0,0.07327824831008911
66,1985-04-08,0.09375,0.08761200308799744,0.09319200366735457,0.08761200308799744,198732800.0,0.06889061629772186
67,1985-04-09,0.08816999942064285,0.08761200308799744,0.08761200308799744,0.08761200308799744,263894400.0,0.06889061629772186
68,1985-04-10,0.09486600011587144,0.09375,0.09375,0.09375,226912000.0,0.07371695339679718
69,1985-04-11,0.09821400046348573,0.09542399644851683,0.09542399644851683,0.09542399644851683,146675200.0,0.0750332772731781
70,1985-04-12,0.09542399644851683,0.09263399988412856,0.09542399644851683,0.09319200366735457,72531200.0,0.07327824831008911
71,1985-04-15,0.09653999656438828,0.09542399644851683,0.09542399644851683,0.09542399644851683,59830400.0,0.0750332772731781
72,1985-04-16,0.09709800034761427,0.09653999656438828,0.09653999656438828,0.09653999656438828,67648000.0,0.07591081410646439
73,1985-04-17,0.102121002972126,0.101003997027874,0.101003997027874,0.101003997027874,123244800.0,0.07942094653844832
74,1985-04-18,0.10267899930477142,0.102121002972126,0.102121002972126,0.102121002972126,202428800.0,0.0802992582321167
75,1985-04-19,0.102121002972126,0.09988799691200256,0.102121002972126,0.10044600069522858,96028800.0,0.07898218184709549
76,1985-04-22,0.10044600069522858,0.09653999656438828,0.10044600069522858,0.09653999656438828,102592000.0,0.07591081410646439
77,1985-04-23,0.09933000057935716,0.09877199679613112,0.09877199679613112,0.09877199679613112,118294400.0,0.07766585052013397
78,1985-04-24,0.10044600069522858,0.09821400046348573,0.09877199679613112,0.09821400046348573,78937600.0,0.07722713053226471
79,1985-04-25,0.09877199679613112,0.09821400046348573,0.09821400046348573,0.09821400046348573,87628800.0,0.07722713053226471
80,1985-04-26,0.101003997027874,0.0976559966802597,0.09821400046348573,0.0976559966802597,119705600.0,0.07678835093975067
81,1985-04-29,0.09821400046348573,0.09430799633264543,0.0976559966802597,0.09430799633264543,62204800.0,0.0741557702422142
82,1985-04-30,0.09542399644851683,0.09486600011587144,0.09486600011587144,0.09486600011587144,94729600.0,0.07459452748298645
83,1985-05-01,0.09542399644851683,0.09319200366735457,0.09486600011587144,0.09319200366735457,57344000.0,0.07327824831008911
84,1985-05-02,0.09207600355148317,0.0859379991889,0.09207600355148317,0.0859379991889,329772800.0,0.06757432222366333
85,1985-05-03,0.0898440033197403,0.0859379991889,0.0859379991889,0.08928599953651427,158121600.0,0.0702069029211998
86,1985-05-06,0.09040199965238573,0.08816999942064285,0.08928599953651427,0.08816999942064285,56134400.0,0.0693293884396553
87,1985-05-07,0.08928599953651427,0.08928599953651427,0.08928599953651427,0.08928599953651427,107609600.0,0.0702069029211998
88,1985-05-08,0.08872800320386888,0.08872800320386888,0.08872800320386888,0.08872800320386888,144390400.0,0.06976816803216934
89,1985-05-09,0.0898440033197403,0.08928599953651427,0.08928599953651427,0.08928599953651427,127075200.0,0.0702069029211998
90,1985-05-10,0.09151799976825714,0.08928599953651427,0.08928599953651427,0.09040199965238573,136080000.0,0.07108443975448607
91,1985-05-13,0.09096000343561172,0.08928599953651427,0.09040199965238573,0.08928599953651427,87225600.0,0.0702069029211998
92,1985-05-14,0.0898440033197403,0.08816999942064285,0.08928599953651427,0.08816999942064285,121744000.0,0.0693293884396553
93,1985-05-15,0.09096000343561172,0.08928599953651427,0.08928599953651427,0.08928599953651427,130435200.0,0.0702069029211998
94,1985-05-16,0.09821400046348573,0.09542399644851683,0.09542399644851683,0.09542399644851683,230540800.0,0.0750332772731781
95,1985-05-17,0.09877199679613112,0.09486600011587144,0.09542399644851683,0.09709800034761427,211859200.0,0.07634958624839783
96,1985-05-20,0.09933000057935716,0.09542399644851683,0.09709800034761427,0.09542399644851683,197187200.0,0.0750332772731781
97,1985-05-21,0.09486600011587144,0.09263399988412856,0.09486600011587144,0.09263399988412856,152544000.0,0.07283947616815567
98,1985-05-22,0.09319200366735457,0.09207600355148317,0.09263399988412856,0.09207600355148317,120556800.0,0.07240071892738342
99,1985-05-23,0.09151799976825714,0.08816999942064285,0.09151799976825714,0.08816999942064285,239164800.0,0.0693293884396553
100,1985-05-24,0.08816999942064285,0.08091499656438828,0.08816999942064285,0.08091499656438828,589478400.0,0.06362466514110565
101,1985-05-28,0.07979899644851685,0.07533500343561172,0.07979899644851685,0.07533500343561172,510966400.0,0.05923701077699661
102,1985-05-29,0.07700899988412857,0.07645100355148315,0.07645100355148315,0.07645100355148315,246556800.0,0.0601145550608635
103,1985-05-30,0.07979899644851685,0.07868299633264543,0.07868299633264543,0.07868299633264543,314921600.0,0.06186959519982337
104,1985-05-31,0.08035700023174286,0.07756700366735457,0.07868299633264543,0.07756700366735457,369420800.0,0.06099206954240799
105,1985-06-03,0.07589299976825714,0.07142899930477142,0.07589299976825714,0.07142899930477142,576016000.0,0.0561656765639782
106,1985-06-04,0.07756700366735457,0.07700899988412857,0.07700899988412857,0.07700899988412857,401923200.0,0.060553312301635735
107,1985-06-05,0.07924100011587143,0.07533500343561172,0.07700899988412857,0.07533500343561172,286406400.0,0.05923701077699661
108,1985-06-06,0.07589299976825714,0.07589299976825714,0.07589299976825714,0.07589299976825714,271196800.0,0.05967579036951065
109,1985-06-07,0.07589299976825714,0.07310300320386888,0.07589299976825714,0.07310300320386888,475238400.0,0.05748197063803673
